property_name,city,rating,room_type,amenities,description,url,image_url,price_range,pet_friendly,bedrooms,location_details,raw_html,property_id,building_type,suite_features
Versus Living,Calgary,4.2,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Versus Living Calgary 4.2,https://premieresuites.com/furnished-apartments/calgary/versus-living/,https://premiereweb.premieresuites.com/thumbs/a94402fa-4d00-4949-ad22-349982bad6b7_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('cf966132-fb5a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/calgary/versus-living/"" title=""Versus Living"">
<img alt=""Versus 2 - Living Room 2"" src=""https://premiereweb.premieresuites.com/thumbs/a94402fa-4d00-4949-ad22-349982bad6b7_thumbs.jpg""/>
</a>
</div>
</div>",VERSUSLIVI,Apartment Building,[]
Ice Condos Ii,Toronto,5.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Ice Condos Ii Toronto 5.0,https://premieresuites.com/furnished-apartments/toronto/ice-condos-ii/,https://premiereweb.premieresuites.com/thumbs/c32385f3-a2e0-4c5b-b26d-c2639470792f_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('377f6f3d-e95a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/toronto/ice-condos-ii/"" title=""Ice Condos"">
<img alt=""ICE Condos - Living and Dining Room"" src=""https://premiereweb.premieresuites.com/thumbs/c32385f3-a2e0-4c5b-b26d-c2639470792f_thumbs.jpg""/>
</a>
</div>
</div>",ICECONDOSI,Apartment Building,[]
Fancamp Drive,Maple,4.2,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Fancamp Drive Maple 4.2,https://premieresuites.com/furnished-apartments/maple/fancamp-drive/,https://premiereweb.premieresuites.com/thumbs/38d6dd76-f84d-40b6-8ed1-4b151ac07696_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('0b4b9992-e65a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/maple/fancamp-drive/"" title=""Fancamp Drive"">
<img alt=""Fancamp Drive - Living room"" src=""https://premiereweb.premieresuites.com/thumbs/38d6dd76-f84d-40b6-8ed1-4b151ac07696_thumbs.jpg""/>
</a>
</div>
</div>",FANCAMPDRI,Apartment Building,[]
Waterfront,Calgary,4.5,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Waterfront Calgary 4.5,https://premieresuites.com/furnished-apartments/calgary/waterfront/,https://premiereweb.premieresuites.com/thumbs/292cfed3-9b7e-4e99-8686-2c1fcb0c9a87_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('e3d94228-fc5a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/calgary/waterfront/"" title=""Waterfront"">
<img alt=""Waterfront 1 - Living Room"" src=""https://premiereweb.premieresuites.com/thumbs/292cfed3-9b7e-4e99-8686-2c1fcb0c9a87_thumbs.jpg""/>
</a>
</div>
</div>",WATERFRONT,Apartment Building,[]
200 Central,Langley,4.3,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",200 Central Langley 4.3,https://premieresuites.com/furnished-apartments/langley/200-central/,https://premiereweb.premieresuites.com/thumbs/603f3b59-2f76-4a37-b495-4c49b69887ff_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('1333acbc-c25a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/langley/200-central/"" title=""200 Central"">
<img alt=""200 Central - Kitchen 2"" src=""https://premiereweb.premieresuites.com/thumbs/603f3b59-2f76-4a37-b495-4c49b69887ff_thumbs.jpg""/>
</a>
</div>
</div>",200CENTRAL,Apartment Building,[]
The Wetmore House,Fredericton,4.7,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",The Wetmore House Fredericton 4.7,https://premieresuites.com/furnished-apartments/fredericton/the-wetmore-house/,https://premiereweb.premieresuites.com/thumbs/e511f59e-c9cc-ed11-813b-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('50b69ea8-fa5a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/fredericton/the-wetmore-house/"" title=""The Wetmore House"">
<img alt=""Building"" src=""https://premiereweb.premieresuites.com/thumbs/e511f59e-c9cc-ed11-813b-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",THEWETMORE,Apartment Building,[]
The Excelsior 290,Winnipeg,5.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",The Excelsior 290 Winnipeg 5.0,https://premieresuites.com/furnished-apartments/winnipeg/the-excelsior-290/,https://premiereweb.premieresuites.com/thumbs/07e58fdc-1897-eb11-811b-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('b76f0de7-f55a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/winnipeg/the-excelsior-290/"" title=""The Excelsior 290"">
<img alt=""EXC 290 - Living Room"" src=""https://premiereweb.premieresuites.com/thumbs/07e58fdc-1897-eb11-811b-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",THEEXCELSI,Apartment Building,[]
Imperial Metrotown,Burnaby,4.7,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Imperial Metrotown Burnaby 4.7,https://premieresuites.com/furnished-apartments/burnaby/imperial-metrotown/,https://premiereweb.premieresuites.com/thumbs/3fdc6648-44da-451a-89d1-076ab0f21757_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('fe5e20e0-e95a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/burnaby/imperial-metrotown/"" title=""Imperial Metrotown"">
<img alt=""Imperial Metrotown - Living Room"" src=""https://premiereweb.premieresuites.com/thumbs/3fdc6648-44da-451a-89d1-076ab0f21757_thumbs.jpg""/>
</a>
</div>
</div>",IMPERIALME,Apartment Building,[]
Amici Terrace,Kanata,4.7,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Amici Terrace Kanata 4.7,https://premieresuites.com/furnished-apartments/kanata/amici-terrace/,https://premiereweb.premieresuites.com/thumbs/2a599b5e-cd69-ed11-8137-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('2f12cc51-f55a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/kanata/amici-terrace/"" title=""The Amici"">
<img alt=""Living room"" src=""https://premiereweb.premieresuites.com/thumbs/2a599b5e-cd69-ed11-8137-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",AMICITERRA,Apartment Building,[]
57 Harvey Road,St  John S,3.9,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",57 Harvey Road St  John S 3.9,https://premieresuites.com/furnished-apartments/st--john-s/57-harvey-road/,https://premiereweb.premieresuites.com/thumbs/8e3d7f46-6a8b-eb11-8119-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('7d78cf1e-6a8b-eb11-8119-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/st--john-s/57-harvey-road/"" title=""57 Harvey Road"">
<img alt=""Executive Fully Furnished Suite 57 Harvey Road St. John's NL"" src=""https://premiereweb.premieresuites.com/thumbs/8e3d7f46-6a8b-eb11-8119-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",57HARVEYRO,Apartment Building,[]
Four Season Garden Condos,Richmond Hill,5.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Four Season Garden Condos Richmond Hill 5.0,https://premieresuites.com/furnished-apartments/richmond-hill/four-season-garden-condos/,https://premiereweb.premieresuites.com/thumbs/ec9ac341-8a54-4936-b05d-6da8c1a08c57_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('76c7cc57-e75a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/richmond-hill/four-season-garden-condos/"" title=""Four Season Garden Condos"">
<img alt=""Four Season Garden Condos 2 - Living room"" src=""https://premiereweb.premieresuites.com/thumbs/ec9ac341-8a54-4936-b05d-6da8c1a08c57_thumbs.jpg""/>
</a>
</div>
</div>",FOURSEASON,Apartment Building,[]
Maple Commercial,Halifax,4.5,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Maple Commercial Halifax 4.5,https://premieresuites.com/furnished-apartments/halifax/maple-commercial/,https://premiereweb.premieresuites.com/thumbs/763ef7bd-ddc1-4361-8cbe-67012ca77ada_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('846d1942-519e-ed11-813a-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/halifax/maple-commercial/"" title=""Maple Commercial"">
<img alt=""Open Space Living Room Dining Room and Kitchen Fully Furnished Apartment Suite Halifax NS"" src=""https://premiereweb.premieresuites.com/thumbs/763ef7bd-ddc1-4361-8cbe-67012ca77ada_thumbs.jpg""/>
</a>
</div>
</div>",MAPLECOMME,Apartment Building,[]
Kleinburg Centre,Kleinburg,4.8,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Kleinburg Centre Kleinburg 4.8,https://premieresuites.com/furnished-apartments/kleinburg/kleinburg-centre/,https://premiereweb.premieresuites.com/thumbs/12ab7809-0ff2-4cba-97e9-19f75e73a811_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('fdf2d957-ea5a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/kleinburg/kleinburg-centre/"" title=""Kleinburg Centre "">
<img alt=""Kleinburg Centre - Dining room"" src=""https://premiereweb.premieresuites.com/thumbs/12ab7809-0ff2-4cba-97e9-19f75e73a811_thumbs.jpg""/>
</a>
</div>
</div>",KLEINBURGC,Apartment Building,[]
Kinross Pvt,Kanata,5.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Kinross Pvt Kanata 5.0,https://premieresuites.com/furnished-apartments/kanata/kinross-pvt/,https://premiereweb.premieresuites.com/thumbs/b87ad774-9941-ec11-8123-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('efd21737-ea5a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/kanata/kinross-pvt/"" title=""Kinross Private"">
<img alt=""Living Room Free WiFi Fully Furnished Apartment Suite Kanata"" src=""https://premiereweb.premieresuites.com/thumbs/b87ad774-9941-ec11-8123-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",KINROSSPVT,Apartment Building,[]
Circa 2,Markham,3.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Circa 2 Markham 3.0,https://premieresuites.com/furnished-apartments/markham/circa-2/,https://premiereweb.premieresuites.com/thumbs/f7ce2fc5-56d7-41ff-af4a-f80900c05e2f_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('7ee5a9ea-e45a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/markham/circa-2/"" title=""Circa II"">
<img alt=""Circa 2 - Living room"" src=""https://premiereweb.premieresuites.com/thumbs/f7ce2fc5-56d7-41ff-af4a-f80900c05e2f_thumbs.jpg""/>
</a>
</div>
</div>",CIRCA2,Apartment Building,[]
City Of Lougheed,Burnaby,4.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",City Of Lougheed Burnaby 4.0,https://premieresuites.com/furnished-apartments/burnaby/city-of-lougheed/,https://premiereweb.premieresuites.com/thumbs/aa62f672-a977-4b33-96bd-05e04a30e8ba_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('6659973b-be49-ed11-8133-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/burnaby/city-of-lougheed/"" title=""City of Lougheed"">
<img alt=""City of Lougheed - Living Room"" src=""https://premiereweb.premieresuites.com/thumbs/aa62f672-a977-4b33-96bd-05e04a30e8ba_thumbs.jpg""/>
</a>
</div>
</div>",CITYOFLOUG,Apartment Building,[]
Hudson,Vancouver,4.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Hudson Vancouver 4.0,https://premieresuites.com/furnished-apartments/vancouver/hudson/,https://premiereweb.premieresuites.com/thumbs/242e49bc-6996-eb11-811b-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('af73db24-e95a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/vancouver/hudson/"" title=""Hudson"">
<img alt=""Living Room (2503)"" src=""https://premiereweb.premieresuites.com/thumbs/242e49bc-6996-eb11-811b-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",HUDSON,Apartment Building,[]
Five West,Calgary,4.5,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Five West Calgary 4.5,https://premieresuites.com/furnished-apartments/calgary/five-west/,https://premiereweb.premieresuites.com/thumbs/dd31c436-e75a-eb11-8117-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('be713a27-e75a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/calgary/five-west/"" title=""Five West"">
<img alt=""Kitchen &amp; Dining Room (1601)"" src=""https://premiereweb.premieresuites.com/thumbs/dd31c436-e75a-eb11-8117-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",FIVEWEST,Apartment Building,[]
Encore Residences,Moncton,4.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Encore Residences Moncton 4.0,https://premieresuites.com/furnished-apartments/moncton/encore-residences/,https://premiereweb.premieresuites.com/thumbs/df99fb7e-4036-ee11-8142-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('24368a60-6560-ed11-8135-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/moncton/encore-residences/"" title=""Encore Residences"">
<img alt=""1 Living Room Free WiFi Fully Furnished Residence, Two Bedroom Suite Moncton New Brunswick"" src=""https://premiereweb.premieresuites.com/thumbs/df99fb7e-4036-ee11-8142-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",ENCORERESI,Apartment Building,[]
Skymark,Mississauga,4.3,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Skymark Mississauga 4.3,https://premieresuites.com/furnished-apartments/mississauga/skymark/,https://premiereweb.premieresuites.com/thumbs/6fc76d3b-6ff0-ed11-813d-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('471dab90-f45a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/mississauga/skymark/"" title=""Skymark"">
<img alt=""Living Room Free WiFi Fully Furnished Apartment Suite Mississauga"" src=""https://premiereweb.premieresuites.com/thumbs/6fc76d3b-6ff0-ed11-813d-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",SKYMARK,Apartment Building,[]
Corazon,Victoria,5.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Corazon Victoria 5.0,https://premieresuites.com/furnished-apartments/victoria/corazon/,https://premiereweb.premieresuites.com/thumbs/b5482eda-b088-ee11-8149-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('16ef0682-4d93-eb11-811b-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/victoria/corazon/"" title=""The Corazon "">
<img alt=""Corazon 506 bathroom"" src=""https://premiereweb.premieresuites.com/thumbs/b5482eda-b088-ee11-8149-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",CORAZON,Apartment Building,[]
Greystones,Halifax,4.6,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Greystones Halifax 4.6,https://premieresuites.com/furnished-apartments/halifax/greystones/,https://premiereweb.premieresuites.com/thumbs/d932f3de-4899-eb11-811b-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('3af1ba9c-548b-eb11-8119-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/halifax/greystones/"" title=""Greystones"">
<img alt=""Living Room Free WiFi Fully Furnished Apartment Suite Halifax NS"" src=""https://premiereweb.premieresuites.com/thumbs/d932f3de-4899-eb11-811b-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",GREYSTONES,Apartment Building,[]
Telus Garden,Vancouver,4.2,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Telus Garden Vancouver 4.2,https://premieresuites.com/furnished-apartments/vancouver/telus-garden/,https://premiereweb.premieresuites.com/thumbs/6c922d40-dc35-ec11-8123-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('9a5e75c6-528a-eb11-8119-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/vancouver/telus-garden/"" title=""Telus Gardens"">
<img alt=""Kitchen &amp; Living Room (2003)"" src=""https://premiereweb.premieresuites.com/thumbs/6c922d40-dc35-ec11-8123-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",TELUSGARDE,Apartment Building,[]
Metro Place,Burnaby,4.5,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Metro Place Burnaby 4.5,https://premieresuites.com/furnished-apartments/burnaby/metro-place/,https://premiereweb.premieresuites.com/thumbs/43f5edd0-578f-ec11-812a-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('bd104527-d68d-ec11-812a-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/burnaby/metro-place/"" title=""Metro Place"">
<img alt=""Kitchen"" src=""https://premiereweb.premieresuites.com/thumbs/43f5edd0-578f-ec11-812a-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",METROPLACE,Apartment Building,[]
Parkside Ii,Calgary,4.4,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Parkside Ii Calgary 4.4,https://premieresuites.com/furnished-apartments/calgary/parkside-ii/,https://premiereweb.premieresuites.com/thumbs/03653072-9b53-4fb4-8811-b12fe622c4d0_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('89195027-ef5a-eb11-8117-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/calgary/parkside-ii/"" title=""Parkside II"">
<img alt=""Parkside 2 - Living Room"" src=""https://premiereweb.premieresuites.com/thumbs/03653072-9b53-4fb4-8811-b12fe622c4d0_thumbs.jpg""/>
</a>
</div>
</div>",PARKSIDEII,Apartment Building,[]
Harmonie,Pointe Claire,4.3,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Harmonie Pointe Claire 4.3,https://premieresuites.com/furnished-apartments/pointe-claire/harmonie/,https://premiereweb.premieresuites.com/thumbs/ca756e23-8630-ee11-8142-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('cdfd1c08-87e3-ed11-813d-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/pointe-claire/harmonie/"" title=""Harmonie"">
<img alt=""Kitchen &amp; Dining Room"" src=""https://premiereweb.premieresuites.com/thumbs/ca756e23-8630-ee11-8142-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",HARMONIE,Apartment Building,[]
25 Colliers Lane,St John S,4.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",25 Colliers Lane St John S 4.0,https://premieresuites.com/furnished-apartments/st-john-s/25-colliers-lane/,https://premiereweb.premieresuites.com/thumbs/571059df-6f97-ed11-8139-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('b3c1eed6-b895-ed11-8139-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/st-john-s/25-colliers-lane/"" title=""25 Colliers Lane"">
<img alt=""4 Kitchen Fully Equipped Five Appliances Stainless Steel St. John’s Newfoundland"" src=""https://premiereweb.premieresuites.com/thumbs/571059df-6f97-ed11-8139-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",25COLLIERS,Apartment Building,[]
The Louvre,Edmonton,4.5,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",The Louvre Edmonton 4.5,https://premieresuites.com/furnished-apartments/edmonton/the-louvre/,https://premiereweb.premieresuites.com/thumbs/5a1ad6e4-ac0e-4a14-ade9-9ad570079630_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('e0c4adf4-b6ab-ec11-812b-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/edmonton/the-louvre/"" title=""The Louvre"">
<img alt=""Louvre - Living Room"" src=""https://premiereweb.premieresuites.com/thumbs/5a1ad6e4-ac0e-4a14-ade9-9ad570079630_thumbs.jpg""/>
</a>
</div>
</div>",THELOUVRE,Apartment Building,[]
Bishop S Landing 1475,Halifax,1.0,Suite,"['Terrace', 'Garden', 'Pet Friendly', 'Pool', 'Gym', 'Parking', 'In-suite Laundry', 'Laundry']",Bishop S Landing 1475 Halifax 1.0,https://premieresuites.com/furnished-apartments/halifax/bishop-s-landing-1475/,https://premiereweb.premieresuites.com/thumbs/2ec2ebc9-658b-eb11-8119-000d3a6008fd_thumbs.jpg,,True,1,,"<div class=""owl-stage-outer"" onmouseover=""showMarker('d2f03cb6-658b-eb11-8119-000d3a6008fd')"">
<div class=""item"">
<a href=""/furnished-apartments/halifax/bishop-s-landing-1475/"" title=""Bishop's Landing LW75"">
<img alt=""Living Room Free WiFi Fully Furnished Apartment Waterview Suite Halifax NS"" src=""https://premiereweb.premieresuites.com/thumbs/2ec2ebc9-658b-eb11-8119-000d3a6008fd_thumbs.jpg""/>
</a>
</div>
</div>",BISHOPSLAN,Apartment Building,[]
